Company Name,Year,Date,Text,URL,word_count,Cat_E,Cat_S,Cat_G,Cat_N,Resource_Use_active,Resource_Use_reasoning,Emissions_active,Emissions_reasoning,Innovation_active,Innovation_reasoning,Workforce_active,Workforce_reasoning,Human_Rights_active,Human_Rights_reasoning,Community_active,Community_reasoning,Product_Responsibility_active,Product_Responsibility_reasoning,Management_active,Management_reasoning,Shareholders_active,Shareholders_reasoning,CSR_Strategy_active,CSR_Strategy_reasoning
Kordsa Teknik Tekstil AS,2025,2025-07-11T11:24:45.353Z,"We believe that visibility and representation are key to building an inclusive culture.

For Mauricio Soares de Almeida, who works as a Customer Sales Representative at Kordsa, inclusive language means more than words it’s about making everyone feel seen, respected, and understood. By choosing gender-neutral and straightforward terms, we make space for all voices to be heard across our global teams.

#WeReinforceLife #ReinforceInclusion #ReinforceDiversity #ReinforceLanguage",https://www.linkedin.com/posts/kordsa_wereinforcelife-reinforceinclusion-reinforcediversity-activity-7349398238828838912-T5ZM?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAACFk2oAB4HsW-myWfpqUOpb97fs2R8j-x7A,65,No,Yes,No,No,No,"The post does not discuss energy, material, or water usage or supply chain resource management.",No,There is no mention of environmental emissions or carbon reduction efforts.,No,There is no reference to environmental innovations or eco-designed products.,Yes,"The post emphasizes inclusive language and making every voice feel seen across global teams, reflecting commitment to diversity, equal opportunity, and a healthy workplace culture.",Yes,"The focus on inclusive language, representation, and respect aligns with upholding fundamental human rights principles in the workplace.",No,"The content centers on internal inclusion and language, with no reference to community health, public ethics, or external community programs.",No,"No discussion of product safety, quality, or data privacy.",No,"No explicit mention of governance structures, board practices, or managerial principles.",No,"No discussion of shareholder rights, anti-takeover measures, or shareholder value.",No,The post does not articulate how CSR is integrated into decision-making or reporting beyond a cultural inclusion message.
Adidas AG,2026,2026-04-30T13:01:05.128Z,"This is one’s for the adidas archive: for the very first time, adidas is on a painted magazine cover and we're in love!  
 
No faces, just the crop from the thighs down. Posture, fabric, and the adistars doing the storytelling of the latest LE MILE Magazine cover. And the three stripes? They don’t try too hard. They sit in the scene like a quiet code doing their own magic.  
 
We’re into that. When three stripes speak louder than words.",https://www.linkedin.com/posts/adidas_this-isonesfor-the-adidas-archive-for-activity-7455602125583110144-j8dR?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADSrhNYB6WX_yttMZS5zKuw4oAmgtZapKSg,79,No,No,No,Yes,No,"The post does not mention material, energy, or water use, or eco-efficient supply chain initiatives.",No,"There is no reference to emissions, carbon footprint, or energy-related topics.",No,The content centers on branding and aesthetics with no discussion of environmental technology or eco-designed products.,No,"There is no information about employee welfare, safety, diversity, or development opportunities.",No,"The post does not mention human rights conventions, labor rights, or related issues.",No,"There is no reference to community programs, public health, or ethicalcommunity engagement.",No,"No discussion of product safety, health, or data privacy related to Adidas products.",No,No information about governance practices or leadership structures.,No,"There is no mention of shareholder rights, anti-takeover measures, or shareholder value strategies.",No,"The post is a branding/creative piece with no explicit integration of economic, social, and environmental dimensions into decision-making or CSR reporting."
Adidas AG,2025,2025-06-04T10:00:03.458Z,"adidas x Minecraft present: adidas Adventurers add-on 🎮 
  
Earlier this year, we launched our collaboration with one of the best-selling games of all time.  
Starting today, players can download the free adidas Adventurers add-on and team up with three exclusive companions: the adidas Coach, Teammate, and Mascot.  
  
These characters will support Minecrafters on their adventures and give them quests packed with rewards. As players hit milestones, they will unlock loot boxes containing iconic adidas in-game gear with special powers – from water breathing and super jumps to walking on lava! 
  
And for your adventures IRL, gear up in our latest collection inspired by iconic mobs, featuring t-shirts, shorts, tracksuits, and sneakers in sizes for kids and teens: https://adidas.pub/3ZePDgp 
  
Ready to play? Let the adventure begin. 🔥",https://www.linkedin.com/posts/adidas_adidas-x-minecraft-present-adidas-adventurers-activity-7335968572789121024-y6Hk?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFtpU50B30XLLMtDrBfvxuEmy1aFP99wtqQ,126,No,No,No,Yes,No,"The post does not discuss energy, water, or material/resource reduction, or eco-efficient supply chain initiatives.",No,"There is no mention of emissions, carbon footprint, or waste management related to the collaboration.",No,"While it announces a media/game collaboration and an apparel line, it does not describe environmental technologies, eco-designs, or reductions of environmental costs.",No,"The post does not address job satisfaction, safety, diversity, or development opportunities for employees.",No,There is no reference to human rights conventions or labor rights considerations.,No,"There is no explicit mention of community programs, public health, or community ethics beyond promotional content.",No,"The post mentions products (in-game gear and IRL apparel) but does not discuss product quality standards, safety data, or data privacy.",No,"No information about governance practices, leadership, or board oversight is provided.",No,"No discussion of shareholder rights, anti-takeover measures, or shareholder value strategies is present.",No,The content is promotional in nature and does not demonstrate integration of CSR into decision-making or CSR reporting.
Coats Group PLC,2025,2025-09-11T12:58:39.530Z,"Our Global Accounts EMEA Team came together in Romania for a productive regional meeting and a visit to the Coats Romania factory.
 
The gathering was a valuable opportunity to exchange ideas, strengthen collaboration across regions, and witness the outstanding operational standards our colleagues have created.
 
A big thank you to the Coats Romania team for their warm welcome and commitment to excellence!
 
#GlobalTeam #Collaboration #OperationalExcellence",https://www.linkedin.com/posts/coats_globalteam-collaboration-operationalexcellence-activity-7371889917947437057-kK18?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADXjFvUB0xG1Iocpo4MBioztPrr0FlCb9pg,65,No,No,No,Yes,No,"The post does not discuss materials, energy, or water use, nor eco-efficient resource management.",No,"There is no mention of emissions, carbon footprint, or related environmental metrics.",No,No explicit reference to environmental innovations or eco-designed products.,No,"No information about job satisfaction, safety, compensation, or diversity within the workforce.",No,No references to human rights conventions or related rights issues.,No,"No description of community impact, public health, or community-facing initiatives.",No,"No discussion of product quality, safety, or data/privacy considerations.",No,"No explicit mention of governance principles, board oversight, or management practices.",No,"No mention of shareholders' rights, anti-takeover measures, or shareholder value policies.",No,"No reference to integrating economic, social, and environmental dimensions into decision-making or CSR reporting."
Salvatore Ferragamo SpA,2025,2025-05-23T11:00:10.136Z,"We’re proud to share that Ferragamo has been included in the Financial Times and Statista’s 2025 list of Europe’s Climate Leaders, recognizing companies making the most significant progress in reducing greenhouse gas emissions and advancing sustainability.
Even more meaningful: Ferragamo ranks among the top 10 Italian companies overall, and 1st in Italy in the Textiles, Apparel & Luxury Goods sector.
The full ranking will be featured in the Financial Times print edition on May 22, and is already available online at this link: https://lnkd.in/dwJCaTKV

A heartfelt thank you to all Ferragamo people who contribute to this important journey every day.",https://www.linkedin.com/posts/salvatore-ferragamo_were-proud-to-share-that-ferragamo-has-been-activity-7331635045905895424-41xM?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEgJJw8BefmW2ngPsTOBI09zfDAq2oK3oSU,100,Yes,No,No,No,No,"The post discusses climate leadership and sustainability progress but does not explicitly discuss resource use, energy or water efficiency, or supply chain resource management.",Yes,Explicit reference to reducing greenhouse gas emissions and being recognized as a climate leader.,No,"No explicit mention of environmental innovation, eco-designed products, or new technologies reducing environmental costs.",No,"No discussion of job satisfaction, safety, diversity, or employee development.",No,"No reference to human rights conventions, labor rights, or related topics.",No,"No direct mention of community programs, public health initiatives, or stakeholder community engagement.",No,"No discussion of product health and safety, quality standards, or data privacy.",No,"No explicit mention of governance practices, board oversight, or management structure.",No,"No explicit reference to shareholder rights, anti-takeover provisions, or shareholder value strategies.",No,The post is an external recognition announcement rather than detailing internal CSR strategy integration or CSR reporting.
Gabriel Holding A/S,2026,2026-04-10T07:38:47.792Z,"UMI’s voluminous diagonal twill drapes effortlessly over the Aura Sofa by Allermuir, transforming it into a true landscape of comfort.

Designed by Patrick Norguet, the Aura Sofa paired with the natural qualities of UMI wool embodies a sense of quiet luxury, where refined design meets understated elegance.

UMI brings a calm yet confident presence to your furniture, gently softening the space through the timeless beauty and tactile richness of wool.

Explore UMI https://lnkd.in/eUPjt57y",https://www.linkedin.com/posts/gabriel_umis-voluminous-diagonal-twill-drapes-effortlessly-activity-7448273261605347328-tn3U?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEsntggBsZ3j--2X3xlvXMIZKK2Ymt0pMxg,73,No,No,No,Yes,No,The post mentions wool and design features but does not provide explicit evidence of reducing material/energy/water use or eco-efficient supply chain practices.,No,"There is no mention of emissions, carbon footprint, or waste management in the post.",No,The content focuses on design and material description rather than environmental innovation or eco-designed technologies.,No,"The post does not discuss job satisfaction, safety, diversity, training, or workforce development.",No,"There is no reference to human rights conventions, labor rights, or related governance issues.",No,"No evidence of community engagement, public health impact, or business ethics initiatives is present.",No,"While the post describes product aesthetics and materials, it does not address health and safety, integrity, or data privacy aspects.",No,"No information on governance practices, leadership, or governance codes is provided.",No,"There is no reference to shareholder rights, anti-takeover devices, or shareholder value strategies.",No,The post is a product description and brand showcase without evidence of integrating economic/social/environmental dimensions into day-to-day decision-making or CSR reporting.
Adidas AG,2025,2025-10-28T16:54:40.654Z,"In a first for South African football 🎃, adidas and Orlando Pirates are entering the world of Roblox, opening a new digital playground where fans can connect, try on digital kits, and explore the official 25/26 jerseys in a truly immersive way.
 
This Halloween, Orlando Pirates come alive on Roblox, where you can customize your look in Catalog Avatar Creator, and experience football fandom like never before.
 
A launch that reimagines the future of fandom - where sport, culture, and innovation collide through play. Because pushing boundaries? It’s in our Bones. ⚫⚪💀",https://www.linkedin.com/posts/adidas_in-a-first-for-south-african-football-activity-7388981543689457664-pciB?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAD2I9Z8B375LXs5HhGiec5aEp0Oo3zrqv98,92,No,No,No,Yes,No,"The post focuses on a Roblox-based digital fandom experience and does not discuss resource use, energy, materials, or water efficiency.",No,"There is no mention of emissions, carbon footprint, or environmental impacts related to production or operations.",No,"While the post mentions innovation in the context of play, there is no explicit link to reducing environmental costs or eco-designed products.",No,"No information about employees, workplace safety, compensation, or diversity and development opportunities.",No,No discussion of fundamental human rights conventions or related labor rights issues.,No,"No explicit community impact, public health considerations, or ethics-related community initiatives are described.",No,"No information on product health/safety, data privacy, or customer protection related to the digital kits or platform.",No,"No reference to governance principles, board structure, or leadership practices.",No,"No mention of shareholder rights, anti-takeover devices, or equity considerations.",No,"The post is a marketing announcement about a collaboration and digital launch, not a disclosure of an integrated CSR strategy or reporting."
Magnera Corp,2026,2026-02-16T19:03:56.319Z,"Happy Lunar New Year from Magnera! 来自 Magnera 的农历新年快乐 

Wishing our global teams, partners, and communities a prosperous Lunar New Year. As we enter the Year of the Horse, we are reminded of the qualities this symbolizes: strength, perseverance, ambition, and forward momentum. These traits mirror the spirit our team members embody every day.

This season also reminds us that Our Success is Connected. Whether in Asia or anywhere else in the world, our achievements are built on collaboration and shared purpose. The diversity of our global team is one of our greatest strengths, and it is through this connection that we create lasting impact.

我们希望新的一年带给大家繁荣、成长和成功",https://www.linkedin.com/posts/magneracorporation_happy-lunar-new-year-from-magnera-%E6%9D%A5%E8%87%AA-magnera-activity-7429239126387752960-NHhh?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFxp7sYBfVjWhnJhDnuArU5YimZaRl1k-2w,106,No,Yes,No,No,No,"The post does not mention energy, water usage, materials, or resource efficiency initiatives.",No,"There is no reference to emissions reductions, carbon footprint, or environmental performance of operations.",No,The post discusses cultural themes and collaboration but does not reference environmental innovations or eco-designed products/processes.,Yes,"The post highlights the diversity of Magnera's global team as one of its greatest strengths and emphasizes collaboration and shared purpose across regions, indicating a focus on workforce composition and development.",No,"There is no mention of human rights conventions, labor rights, or related protections.",No,"While the post mentions 'communities,' it does not describe community programs, public health initiatives, or ethics commitments.",No,"There is no discussion of product quality, safety, or data privacy.",No,"The post does not address governance structures, board practices, or leadership accountability.",No,"There is no reference to shareholder rights, anti-takeover devices, or investor relations.",No,"The message is a cultural/seasonal greeting and does not articulate a CSR strategy integrating economic, social, and environmental dimensions or CSR reporting."
Salvatore Ferragamo SpA,2025,2025-09-17T16:15:34.498Z,"Paloma was spotted in New York leaving the Harper’s Bazaar Icons dinner wearing a #FerragamoFW25 look by Maximilian Davis.

#InFerragamo
Styed by: Aly Cooper

https://lnkd.in/eNfgJ5Bj",https://www.linkedin.com/posts/salvatore-ferragamo_ferragamofw25-inferragamo-activity-7374113800708362240-Z_HS?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEgJJw8BefmW2ngPsTOBI09zfDAq2oK3oSU,25,No,No,No,Yes,No,"The post mentions a fashion look and styling; no discussion of resource usage (materials, energy, water), eco-efficiency, or supply chain resource management.",No,"No mention of emissions, carbon footprint, energy use, or related reduction efforts.",No,No explicit reference to environmental or product-related innovations or eco-design.,No,"No details on employment conditions, safety, diversity, or workforce development.",No,No reference to fundamental human rights conventions or labor rights issues.,No,"No mention of community impact, philanthropy, public health, or business ethics initiatives.",No,"No discussion of product safety, quality standards, or data/privacy considerations.",No,"No information about governance practices, board structure, or governance codes.",No,"No mention of shareholder rights, anti-takeover measures, or shareholder value strategies.",No,The post is a fashion/social post without evidence of integrating ESG dimensions into decision-making or CSR reporting.
Levi Strauss & Co,2025,2025-09-18T19:54:47.297Z,"Our Quick Qs series is a way to get to know our new and recently promoted leaders at Levi Strauss & Co. Meet Christian (Chris) Callieri, our new chief supply chain officer, through these quick questions. Welcome, Christian!  

1️⃣  What did you do before joining LS&Co.?  
I was working at Victoria's Secret as the chief supply chain officer, supporting teams across our Victoria's Secret, PINK and Beauty businesses.  
 
2️⃣  What attracted you to LS&Co.?  
There were many things that attracted me to LS&Co. First, I love the brand and products — I grew up wearing Levi's®, and the opportunity to be a part of this team was very exciting. Second, I have a passion for sustainability and admire the commitment LS&Co. has for the doing the right thing for the environment and all of our communities. These values were evident in everyone I met through the interview process. Finally, as I met with Michelle, I was energized by her desire to continue to build our supply chain to become a strong competitive differentiator for LS&Co. I’m excited to be a part of this incredible journey. 
 
3️⃣  Do you have a favorite personal story about LS&Co. or one of our products?  
I still remember being on a Boy Scouts camping trip as a kid, wearing shorts one evening as we were sitting around the fire. I started to get cold, so I went to change into my pair of Levi's® (which I think were 501® jeans). When I returned, my spot had been taken, so I sat on an empty log. To my surprise, it was a smoldering log — but I didn’t notice until I sat down. While my jeans got burnt, I did not. If I had been wearing any of the other pants I took with me I definitely would have had serious burns.  
 
4️⃣  What is the worst haircut you ever had? 
My mom used to give me a bowl cut when I was younger and I had to suffer a lot of teasing because of it. 
 
5️⃣  Who is the most famous person you’ve ever met? 
Sean Connery in St. Andrews, where we asked him to sponsor our golf team. 
 
6️⃣  Where was your favorite vacation? 
I love going to Africa for wildlife trips. My wife is Kenyan, and our latest trip to the Mara was my favorite as I got to enjoy it with our two girls.  
 
7️⃣  What’s one thing that no one would guess about you? 
For my undergraduate thesis I studied thermoregulation in flies! 
 
8️⃣  Are you a morning or night person? 
Absolutely a morning person.",https://www.linkedin.com/posts/levi-strauss-%26-co-_our-quick-qs-series-is-a-way-to-get-to-know-activity-7374531355411591168-TebZ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,434,No,Yes,No,No,No,"The post references sustainability values but does not discuss resource use, energy or water reductions, or eco-efficient supply chain management.",No,"There is no mention of emissions reductions, carbon footprint, or related environmental performance metrics.",No,"The post discusses leadership and sustainability values but does not explicitly reference environmental technologies, eco-designs, or innovative environmental solutions.",No,"There is no evidence presented about job satisfaction, safety, diversity, compensation, or development opportunities.",No,"The post does not mention human rights conventions, labor rights, or related safeguards.",Yes,"The post explicitly mentions commitment to environmental stewardship and 'all of our communities,' indicating a focus on community impact.",No,"There is no discussion of product safety, health impacts, or data privacy related to products.",No,"The post notes a leadership appointment but does not address governance practices, board oversight, or governance principles.",No,"There is no reference to shareholders, shareholder rights, or anti-takeover considerations.",No,"While sustainability is mentioned, the post does not provide explicit evidence of a CSR strategy, integrated decision-making, or CSR reporting."
Aquafil SpA,2025,2025-05-14T20:46:05.170Z,"Learn & lunch: What if a yarn can make circularity happen? 
📅 Wed 21 May 
🕧 12.30 - 13.30
Join Cristina Stefani and Maria Giovanna Sandrini to learn how Aquafil Group has been leading pioneering circularity projects across multiple industries. Their work has been focused on promoting sustainable practices and fostering innovation which can help shape the future of tomorrow’s workspaces.
Lunch will be provided during this session. 
Booking in advance is strongly recommended: https://lnkd.in/e-3ieEwe 
Clerkenwell Design Week #clerkenwelldesignweek #cdw2025",https://www.linkedin.com/posts/millikenfloorseurope_clerkenwelldesignweek-cdw2025-ugcPost-7328441403263393793-Gqk4?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAD6TkB0BzzuKqBZssaRxOKUbXo8PdXUCn04,80,Yes,No,Yes,No,No,"The post mentions 'circularity' and sustainable practices, but does not explicitly reference reducing material, energy, or water use, or supply chain resource efficiency.",No,"There is no explicit mention of emissions, carbon reduction, or waste management.",Yes,"The post explicitly states Aquafil has been leading pioneering circularity projects across multiple industries and mentions fostering innovation, indicating an emphasis on innovative approaches to sustainability.",No,"There is no evidence of job satisfaction, safety, compensation, diversity, or workforce development in the content.",No,The post does not reference human rights conventions or rights-related issues.,No,"There is no explicit mention of community impact, public health, or community engagement initiatives.",No,"The post does not discuss product safety, health, or data privacy.",No,There is no discussion of governance practices or management structures.,No,"There is no mention of shareholder rights, anti-takeover devices, or shareholder value strategies.",Yes,"The content centers on sustainability initiatives and circularity projects, highlighting how Aquafil's actions reflect CSR-oriented strategy and external communication about sustainable practices."
Salvatore Ferragamo SpA,2025,2025-09-18T16:20:04.457Z,"In 1978, Fiamma Ferragamo designed Vara: a shoe that perfectly embodied elegance combined with comfort and modernity. With its distinctive grosgrain bow and low block heel, Vara has become Ferragamo’s most iconic and best-selling shoe, worn by generations of women. To celebrate Vara, Ferragamo presents the Vara Exhibition for Paragon’s 25th Anniversary in Singapore. Opening September 10, the pop-up unites the timelessness of Vara with the past, present and future. In a curated immersive exhibit, 25 archival shoe styles are on display, each defining eras of the House, alongside images of the celebrities who wore them. Live artisans at work demonstrate how craftsmanship continues to shape the Vara, and new designs invite visitors to imagine how a pair of Varas can be part of their personal style. #FerragamoVara

https://lnkd.in/egQ2HKMz",https://www.linkedin.com/posts/salvatore-ferragamo_ferragamovara-activity-7374477320864030720-q4Sc?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEgJJw8BefmW2ngPsTOBI09zfDAq2oK3oSU,129,No,No,No,Yes,No,"The post is a Ferragamo Vara exhibition announcement focusing on design and craftsmanship; it does not mention resource use, materials efficiency, energy or water management, or supply chain eco-efficiency.",No,"There is no discussion of emissions, carbon footprint, or environmental impact reduction strategies.",No,"No explicit reference to environmental technologies, eco-designed products, or innovations aimed at reducing environmental costs.",No,"While artisans are mentioned, there is no information about workforce policies, safety, compensation, or diversity and development opportunities.",No,"The post does not address human rights conventions, labor rights, or related protections.",No,"There is no indication of community programs, public health initiatives, or ethical community engagement.",No,"The content does not discuss product safety, health considerations, data privacy, or customer protection measures.",No,"No reference to corporate governance principles, board oversight, or management practices.",No,"No mention of shareholder rights, anti-takeover devices, or investor relations.",No,"The post is a marketing/event announcement and does not convey a CSR strategy, integration of ESG in decision-making, or CSR reporting."
Levi Strauss & Co,2026,2026-04-02T16:36:30.344Z,"To celebrate 10 years of the Levi's® Wedgie Jean, we asked employees to share their thoughts on the iconic fit. See what they had to say below, then grab a pair for yourself ➡️  https://lnkd.in/gbssKvBs",https://www.linkedin.com/posts/levi-strauss-%26-co-_10-years-of-the-levis-wedgie-jean-activity-7445509477631688705-h5Fl?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,35,No,No,No,Yes,No,"The post does not mention material/resource use, energy or water reduction, or eco-efficient supply chain actions.",No,"There is no reference to emissions, carbon footprint, or pollution reduction in production or operations.",No,"The content focuses on a product celebration and employee testimonials, with no explicit link to environmental innovations or eco-designed products.",No,"While employees are mentioned, there is no information about job satisfaction, health/safety, compensation, diversity, or development opportunities.",No,No reference to fundamental human rights conventions or related rights in supply chains or operations.,No,"No evidence of community impact initiatives, public health protection, or business ethics programs described.",No,"No discussion of product quality, safety data, or customer data/privacy protections beyond general marketing.",No,"No governance principles, board leadership, or oversight information is provided.",No,"No mention of shareholder rights, anti-takeover measures, or shareholder value strategies.",No,"The post does not communicate integration of economic, social, and environmental dimensions into decision-making or CSR reporting."
Puma SE,2025,2025-05-14T08:00:15.740Z,"Anyone who wants to race, can race 💪 

HYROX made its high-energy India debut at Mumbai’s NESCO Center with 1,650 athletes from 24 countries. From PUMA ambassadors like Bengaluru FC and India goalkeeper Gurpreet Singh Sandhu and swimmer Srihari Nataraj, to 78-year-old Virendra Sood proving age is just a number - the day was packed with standout moments. PUMA was proud to be at the heart of it - with employee participation across multiple categories. A special shout-out to our two female PUMA employees who secured a group podium finish! This marks just the beginning, with more competitions in India still to come and the HYROX World Championship qualifiers on the horizon.

Let's go #PUMAFam! 🔥",https://www.linkedin.com/posts/puma_pumafam-activity-7328328280137199618-nNAH?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEIEbisBTza1aT3oxdkctj-FhlZBo-FO460,116,No,Yes,No,No,No,"No references to materials, energy, water usage or resource efficiency in the post.",No,"No mention of emissions, carbon footprint, or energy intensity reductions.",No,"No discussion of environmental technologies, eco-designs, or innovations reducing environmental costs.",Yes,"Post notes employee participation across multiple categories and highlights two female employees achieving podiums, indicating workforce involvement and gender diversity; however, it does not provide details on job satisfaction, safety, or development programs.",No,No reference to human rights conventions or rights-related issues.,No,"No explicit community health, public welfare, or ethics initiatives described.",No,"No references to product safety, health impacts, or data privacy.",No,No governance or management structure details provided.,No,No mention of shareholder rights or anti-takeover devices.,No,Post is about branding/event participation; no explicit integration of environmental/social dimensions into strategic decision-making or CSR reporting.
Levi Strauss & Co,2026,2026-01-14T16:59:49.517Z,"Our products are built to last, to be loved and worn and loved again. That’s why we’ve launched the Levi’s® Wear Longer Project, a community initiative designed to equip young people with the skills and confidence to repair, refresh and reimagine their clothes — so they look better and last longer. 

Last year, we commissioned a survey and found that while Gen Z is leading the charge in thrifting, repurposing and self-expression, 41% of Gen Z reported having no repair or customization skills, like sewing a button or hemming a pair of jeans. The Wear Longer Project aims to change that. We’ve partnered with Discovery Education to create free, accessible resources to teach these basic skills in the classroom and beyond.  

Learn more about the project and invest in your own repair skills ➡️ https://lnkd.in/g7QQCvk6",https://www.linkedin.com/posts/levi-strauss-%26-co-_levis-wear-longer-project-activity-7417249092671541248-Majo?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,135,Yes,Yes,No,No,Yes,"The Wear Longer Project aims to equip young people with the skills to repair, refresh and reimagine their clothes so they last longer, which explicitly promotes extending garment life and reducing the need for new materials, reflecting resource-use efficiency.",No,"There is no mention of emissions reductions, greenhouse gas targets, energy use, or waste management in the post.",No,"The post describes a community education initiative rather than environmental R&D, eco-design, or new environmental technologies.",No,"The post does not discuss employee satisfaction, safety, compensation, or development opportunities.",No,There is no mention of fundamental human rights conventions or related supply chain rights protections.,Yes,"The post describes a community initiative to teach repair skills in collaboration with Discovery Education, including activities in classrooms and beyond, indicating community engagement.",No,"There is no discussion of product safety, quality standards, data privacy, or consumer health impacts beyond general messaging about clothing longevity.",No,"The post does not reference governance structures, leadership, or governance best practices.",No,"There is no mention of shareholder rights, anti-takeover measures, or shareholder value strategies.",No,"While the post describes a CSR-related initiative, it does not provide evidence of integrated CSR governance, strategic decision-making, or CSR reporting commitments."
Christian Dior SE,2026,2026-03-04T16:55:33.541Z,"The Jardin des Tuileries provided both an inspiration and setting for the show. The centuries-old park in the centre of Paris has always been a place for seeing and being seen. Unveiled on a specially-constructed set around a lily pond, the collection reflects the constant exchange of ideas that happens in a city – discovering them, absorbing them and then interpreting them. Creative Director Jonathan Anderson took his cues from water lilies and the park’s emblematic chairs, from the Dior archives, historical costume and the possibilities offered by savour-faire and fabric research, further evolving ideas he has been developing since he arrived at the House. 

Stay tuned for more coverage on.dior.com/aw2026-27-lk.

#DreamInDior",https://www.linkedin.com/posts/christian-dior-couture_dreamindior-activity-7435005024444887040-Pbzd?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADxeUlUBCd9hAkKTauhprPVFe0x_J25JAyE,112,No,No,No,Yes,No,"The post does not mention resource use, materials, energy, water, or eco-efficient supply chain improvements.",No,"No reference to emissions, carbon footprint, or environmental impact of operations.",No,No explicit link to environmental innovations or eco-designed products; discusses design inspiration and fabrics but not eco-innovation.,No,"No mention of job satisfaction, safety, diversity, or development opportunities for workers.",No,No mention of human rights conventions or labor rights in supply chain.,No,"No reference to community investment, public health, ethics, or philanthropy.",No,"No discussion of product safety, health impacts, data privacy, or customer protection.",No,No governance principles or board leadership content.,No,"No mention of shareholder rights, anti-takeover devices, or shareholder value.",No,Post appears to be marketing/branding without integration of CSR strategy or reporting; no mention of CSR metrics or decision-making integration.
PVH Corp,2025,2025-11-04T17:30:01.249Z,"Meaningful partnerships 🤝 meaningful impact. We're proud to continue our long-time partnership with Harlem's Fashion Row (HFR), the premier platform dedicated to discovering, showcasing and supporting designers of color.  
 
From hosting HFR’s Black History Month “House Talks” and 7th Annual Designer’s Retreat at our NYC headquarters, to sponsoring the organization’s recent Fashion Show & Style Awards, our collaboration is all about celebrating some of the incredible rising talents shaping the future of fashion. Check out a few of our favorite snapshots and insights from our time together this year below! 
 
💡 “Always ask and always go for it.” - Brandice Daniel, Founder & CEO of HFR  
💡 “Network out, not just up.” - Brandon Blackwood, Founder of Brandon Blackwood 
💡 “Stay connected to what sparks that joy.” - Megan Smith, Founder of Megan Renee 
 
A special thank you to our friends at Harlem’s Fashion Row and our teams across Tommy Hilfiger, Calvin Klein and PVH Corp. for coming together to create these special moments. Here’s to powering the next generation of fashion designers, step by step.",https://www.linkedin.com/posts/pvh_meaningful-partnerships-meaningful-impact-activity-7391527153168830465-25GS?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAACdwRloBsvQMFO5Hq4nZQD88Dn5VCuqcvz4,176,No,Yes,Yes,No,No,"The post does not mention energy, water, materials, or resource management initiatives.",No,"There is no discussion of emissions reductions, carbon footprint, or related environmental metrics.",No,"The content focuses on partnerships and mentorship in fashion rather than environmental technologies, eco-design, or process innovations.",No,"There is no information about internal workforce satisfaction, safety, compensation, or development opportunities.",No,"The post does not reference human rights conventions, labor rights, or related protections.",Yes,"The post highlights a long-time partnership to support designers of color and empower a community of emerging talents, indicating a community impact and social engagement.",No,"There is no discussion of product quality, safety, or data privacy considerations.",No,No governance structures or leadership practices are described.,No,"There is no mention of shareholder rights, anti-takeover measures, or related governance issues.",Yes,The post frames a strategic CSR initiative—partnering with Harlem’s Fashion Row to empower designers of color and celebrate future talent—demonstrating integration of social impact into business communications.
